Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
Intiguttu,1958.0,140.0,7.2,5.0,"Drama, Family",telugu
Naag Mani,1957.0,144.0,6.5,6.0,"Adventure, Fantasy",hindi
Ghanchakkar,1990.0,130.0,7.3,15.0,Comedy,marathi
Uladhaal,2008.0,130.0,6.0,49.0,"Drama, Thriller",marathi
Barkha,1953.0,137.5,6.4,10.0,Unknown,urdu
Doctor X,1972.0,120.0,6.0,32.0,Thriller,hindi
Qaid-e-Tanhai,2010.0,126.0,8.2,103.0,Drama,urdu
Gullu Dada Returns: No Compromise.. Only Fight...!,2010.0,132.5,7.5,50.0,"Comedy, Crime, Drama",oriya
Arshinagar,2015.0,134.0,4.5,198.0,"Drama, Musical, Romance",bengali
Susral Chalo,1983.0,137.5,6.4,10.0,Unknown,punjabi
Na Ghar Ke Na Ghaat Ke,2010.0,131.0,6.1,269.0,"Comedy, Drama",hindi
Therottam,2019.0,117.0,5.7,134.0,"Action, Thriller",malayalam
Shaadi Aur Barbadi,1991.0,130.0,6.1,42.0,Comedy,hindi
SHUDRA: The Untouchables,2011.0,116.0,7.8,23.0,"Drama, Family, History",hindi
Mazaa Mazaa,2005.0,99.0,2.8,57.0,Romance,hindi
Har Din Pyar Ke Din,1990.0,120.0,6.0,32.0,Thriller,hindi
Chor Na Bhai Ghanti Chor,2016.0,136.0,6.9,24.0,Drama,gujarati
Ek Gadi Baaki Anadi,1988.0,135.0,7.7,15.0,Comedy,marathi
Army,1996.0,153.0,4.3,1591.0,"Action, Drama",hindi
Rebecca,1963.0,137.5,6.4,10.0,Unknown,malayalam
Mera Suhag,1987.0,138.0,6.6,25.0,"Drama, Family",hindi
Kamsale Kaisale,2012.0,90.0,6.9,24.0,Drama,kannada
Bottu Katuka,1979.0,136.0,6.9,24.0,Drama,telugu
Atmatyag,2012.0,126.0,6.9,24.0,Drama,bengali
Manju,1983.0,126.0,7.6,5.0,Drama,malayalam
Thakur Jarnail Singh,1966.0,137.0,5.0,9.0,Action,hindi
Premleela,2015.0,147.0,5.6,84.0,"Action, Romance",bhojpuri
Marunnattil Oru Malayali,1971.0,137.5,5.7,7.0,Unknown,malayalam
Munnudi,2000.0,108.0,6.6,12.0,Family,kannada
Halli Mestru,1992.0,162.0,6.9,56.0,"Comedy, Drama",kannada
Licence,1976.0,126.0,6.9,24.0,Drama,punjabi
Kitty Party,2019.0,134.0,3.8,5.0,"Action, Comedy",punjabi
Ajnabi Lage Zindagi,2019.0,126.0,6.9,24.0,Drama,urdu
Sangarshana,1983.0,139.5,7.1,25.0,"Action, Drama, Family",telugu
Cool Boys Hot Girls,2012.0,125.0,6.1,42.0,Comedy,telugu
Jeethu,2013.0,126.0,6.9,24.0,Drama,kannada
Once Upon a Time in Mumbaai Dobara,2013.0,160.0,4.6,6698.0,"Action, Crime, Drama",hindi
Akaash Ganga,1990.0,137.0,5.5,21.0,Action,hindi
Srinkhal,1947.0,137.5,6.4,10.0,Unknown,bengali
Kabhi Yuh Bhi Toh Ho,2014.0,102.0,6.5,18.0,Family,hindi
Aadi Shakti,1992.0,137.0,5.5,21.0,Action,hindi
Appavi Kateri,2015.0,126.0,6.9,24.0,Drama,tamil
India Unplugged,2014.0,30.0,6.4,10.0,Unknown,urdu
Kanyavanangal,2019.0,122.0,6.9,24.0,Drama,malayalam
Little Singham: Kaal Ka Badla,2020.0,69.0,5.1,9.0,"Animation, Action",hindi
Ek Doctor Ki Maut,1990.0,122.0,8.3,1309.0,"Biography, Drama",hindi
Mazaaq,1943.0,137.5,6.4,10.0,Unknown,hindi
The Train,1970.0,138.0,6.4,148.0,"Action, Crime, Mystery",hindi
Lala Begum,2016.0,58.0,6.5,21.0,"Drama, Thriller",urdu
Ved Lavi Jeeva,2010.0,126.0,7.2,14.0,Drama,marathi
Ravoyi Chandamama,1999.0,136.0,4.9,186.0,"Drama, Romance",telugu
Aakhri Ghulam,1989.0,171.0,5.0,32.0,"Action, Crime, Drama",hindi
Diljani,1935.0,137.5,6.4,10.0,Unknown,hindi
Jutt Majhey Da,1988.0,137.5,6.4,10.0,Unknown,punjabi
Ek Dopahar (An Afternoon),2021.0,90.0,6.9,24.0,Drama,hindi
Evadu Thakkuva Kadu,2019.0,125.0,7.5,21.0,Action,telugu
Veera Ranachandi,2017.0,138.0,6.9,24.0,Drama,kannada
Ice Cream,2014.0,144.0,3.4,114.0,"Horror, Thriller",telugu
Sasanam,2006.0,154.0,6.1,16.0,Drama,tamil
Krishna Cottage,2004.0,124.0,5.1,1004.0,"Horror, Mystery",hindi
Sankarabharanam,1980.0,143.0,8.7,1985.0,"Drama, Music, Romance",telugu
Ghulam Begum Badshah,1956.0,124.0,6.6,5.0,"Drama, History",hindi
Bombay Rose,2019.0,97.0,6.1,440.0,"Animation, Drama, Romance",hindi
Ratha Kanneer,1954.0,154.0,8.1,306.0,Drama,tamil
Utthaan,1989.0,126.0,6.9,24.0,Drama,hindi
Jaanmoni Vol - 1,2008.0,70.0,6.75,43.5,"Musical, Romance",assamese
Badhti Ka Naam Dadhi,1974.0,126.0,6.7,37.0,Drama,hindi
Neeye Nijam,2005.0,126.0,6.9,24.0,Drama,tamil
Madhanam,2019.0,128.0,8.9,9.0,"Comedy, Romance",telugu
Hyderabad Ki Nazneen,1952.0,126.0,6.9,24.0,Drama,hindi
Daakghor,2018.0,46.0,6.9,24.0,Drama,bengali
Coolie,2004.0,137.0,6.3,26.0,Action,bhojpuri
Ilamura Thamburan,1998.0,126.0,4.7,6.0,Drama,malayalam
Khoon Pasina,1977.0,210.0,6.2,352.0,"Action, Drama",hindi
Seeta Salma Suzy,1992.0,137.0,5.5,21.0,Action,hindi
Suhaagan,1986.0,137.5,6.4,10.0,Unknown,punjabi
Ganesh,2009.0,133.0,5.0,257.0,Romance,telugu
Karwane Hayat,1935.0,122.0,6.0,6.0,Unknown,urdu
Iron Man,2008.0,126.0,7.9,954861.0,"Action, Adventure, Sci-Fi",urdu
Choti Si Kahani,2011.0,680.0,5.7,12.0,Drama,urdu
Shiva Sainya,1996.0,138.0,8.5,12.0,"Action, Drama",kannada
Pita Maata Santan,1997.0,136.0,5.9,144.5,"Action, Drama, Romance",bengali
Punnagai Poove,2003.0,133.0,5.6,22.0,Romance,tamil
Ek Musafir Ek Hasina,1962.0,137.5,6.6,48.0,"Action, Comedy, Mystery",oriya
Yechchil Iravugal,1982.0,137.5,3.6,5.0,Unknown,tamil
Swarnakireedam,1996.0,137.5,6.4,10.0,Unknown,malayalam
Samhaara,2018.0,139.0,6.0,43.0,"Action, Thriller",kannada
Aro Oral,2017.0,11.5,8.3,15.0,"Short, Mystery",malayalam
Puthiya Katru,1975.0,126.0,6.9,24.0,Drama,tamil
1 Pandhu 4 Run 1 Wicket,2014.0,107.0,6.9,24.0,Drama,tamil
Zid,2014.0,126.0,4.4,1066.0,"Crime, Romance, Thriller",hindi
Ayalathe Sundari,1974.0,168.0,7.1,8.0,"Comedy, Musical",malayalam
Inakkilly,1984.0,136.0,6.7,61.5,"Drama, Romance",malayalam
Sampoorna Mahabharat,1983.0,155.0,7.8,10.0,"Action, Adventure, Drama",gujarati
Pratibad,1971.0,126.0,6.9,24.0,Drama,bengali
Izzatdaar,1990.0,172.0,5.2,177.0,"Action, Crime, Drama",hindi
Minor Raja,1991.0,130.0,6.5,13.0,Comedy,telugu
Ullasappoonkattu,1997.0,130.0,4.8,54.0,Comedy,malayalam
Salaar,2022.0,137.0,5.5,21.0,Action,kannada
Dhaani,2016.0,136.5,8.4,30.0,"Family, Romance",urdu
Kaivazhikal Piriyumbol,1977.0,137.5,6.4,10.0,Unknown,malayalam
Nyayam Meere Cheppali,1985.0,137.5,5.8,9.0,Unknown,telugu
Tan-Badan,1986.0,115.0,5.1,37.0,Drama,hindi
Miss Priyambada,1967.0,93.0,7.1,12.0,Romance,bengali
Devar,1966.0,156.0,7.2,81.0,"Crime, Drama, Romance",hindi
Naaji,1959.0,126.0,6.9,24.0,Drama,punjabi
Kuch Der Aur,2018.0,65.0,8.5,41.0,Drama,hindi
Krantiveer: The Revolution,2010.0,159.0,4.6,19.0,"Action, Crime, Drama",hindi
Manasupaddanu Kani,2000.0,133.0,6.2,31.0,Romance,telugu
Pyar aur Paisa,1991.0,137.5,6.4,10.0,Unknown,urdu
Dak Babu,1954.0,124.0,6.6,25.0,"Drama, Family",hindi
Chhalaang,2020.0,136.0,6.4,15444.0,"Comedy, Drama",hindi
Kallan Avaran,2019.0,21.0,7.8,10.0,"Short, Drama",malayalam
Mastuto Bhai,1934.0,126.0,6.9,24.0,Drama,bengali
Tuesdays and Fridays,2021.0,106.0,4.5,407.0,"Comedy, Musical, Romance",hindi
Varna Vasanthangal,2016.0,128.0,6.9,24.0,Drama,malayalam
Pigman,2013.0,150.0,5.1,32.0,"Drama, Family",malayalam
Amar Suhagin,1978.0,137.5,6.4,10.0,Unknown,hindi
Father Chitti Umaa Kaarthik,2021.0,126.0,6.5,30.0,Drama,telugu
Mr. India,1987.0,179.0,7.8,14265.0,"Action, Comedy, Drama",hindi
Chukkan,1994.0,158.0,5.0,23.0,Drama,malayalam
Kushthi,2006.0,130.0,6.1,42.0,Comedy,tamil
Bilu: A demon within,2017.0,128.0,7.1,133.0,"Drama, Fantasy",bengali
Leather Life,2015.0,118.0,6.5,10.0,Drama,punjabi
Hum Tum Pe Marte Hain,1999.0,165.0,5.3,483.0,"Comedy, Drama, Romance",hindi
Vaettiya Madichu Kattu,1998.0,130.0,5.5,19.0,Comedy,tamil
Nenu Nene Ramune,2018.0,105.0,6.9,24.0,Drama,telugu
Laal Joda,2001.0,118.0,6.0,32.0,Thriller,hindi
"Brakefail, The 4 mechanics",2010.0,130.0,6.1,42.0,Comedy,bengali
Borbaad,2014.0,140.0,5.4,197.0,"Action, Drama, Romance",bengali
Meera Ke Girdhar,1992.0,126.0,6.9,24.0,Drama,hindi
Zehreeli,1977.0,130.5,6.4,290.0,"Action, Crime, Mystery",hindi
Champion Thomas,1990.0,107.0,5.6,8.0,Comedy,malayalam
Maa Daivam,1976.0,130.0,6.6,10.0,Musical,telugu
Aaj Sandhyay,1954.0,137.5,6.4,10.0,Unknown,bengali
Saanjhbatir Roopkathara,2002.0,120.0,6.2,145.0,"Drama, Family",bengali
Utkarsha,1990.0,137.5,6.4,10.0,Unknown,kannada
Manasa,2013.0,126.0,6.9,24.0,Drama,kannada
Ladki Sahyadri Ki,1966.0,159.5,5.0,9.0,"Musical, Drama",hindi
Darshan: The Embrace,2005.0,92.0,6.4,184.0,Documentary,malayalam
Johra Bai,2000.0,137.0,5.5,21.0,Action,hindi
Har Har Byomkesh,2015.0,113.0,6.8,852.0,"Action, Thriller",bengali
Chaalbaaz Leader,1970.0,126.0,6.9,24.0,Drama,hindi
Prithvi,1994.0,137.5,8.3,6.0,Unknown,nepali
Jinn,,130.0,5.5,21.0,Action,bengali
Nistaran,2019.0,92.0,6.9,24.0,Drama,hindi
Do Haath 100 Bandooken,1974.0,137.0,5.5,21.0,Action,hindi
Ruby,1986.0,126.0,6.9,24.0,Drama,urdu
Sabak,1950.0,137.5,6.4,10.0,Unknown,hindi
Ostittey Amar Desh,2007.0,122.5,7.6,9.0,War,bengali
Naadham,1983.0,137.5,6.4,10.0,Unknown,malayalam
Salawati,2008.0,82.0,6.9,24.0,Drama,tamil
Armaan,2013.0,140.0,6.8,43.0,"Comedy, Drama, Romance",oriya
Purano Bullet,2019.0,126.0,6.9,24.0,Drama,nepali
Vinayakudu,2008.0,133.0,7.2,79.0,"Comedy, Romance",tamil
Jalladon Ka Jallad,2004.0,137.0,5.5,21.0,Action,hindi
Bhinna,2019.0,95.0,7.4,28.0,Thriller,kannada
Adhu,2004.0,126.0,6.9,24.0,Drama,tamil
Virodhi,2011.0,126.0,6.6,34.0,Drama,telugu
Umno O Jhumno,1975.0,126.0,6.9,24.0,Drama,bengali
Anokha Aspatal,1989.0,91.0,6.8,12.0,Comedy,hindi
Dhill,2001.0,158.0,7.0,789.0,"Action, Drama",tamil
Mudhal Idam,2011.0,145.0,6.1,164.0,"Comedy, Romance",tamil
Raja Malaya Simhan,1959.0,137.5,6.4,10.0,Unknown,telugu
Mangaata,2016.0,107.0,6.9,24.0,Drama,kannada
Hiro Ghoghe Jai Avyo,1983.0,130.0,6.1,42.0,Comedy,gujarati
Savidham,1992.0,133.0,6.3,14.0,Romance,malayalam
Aavartan,2021.0,116.0,6.6,10.0,Musical,hindi
Itihaas Konna,2000.0,125.0,7.300000000000001,18.5,War,bengali
"I, Me aur Main",2013.0,108.0,4.6,1807.0,"Comedy, Drama, Musical",hindi
Envazhi Thani Vazhi,2015.0,130.0,3.4,19.0,Action,tamil
Saya E Khuda E Zuljalal,2016.0,105.0,6.9,129.0,"Action, Drama, History",urdu
Marg,1996.0,88.0,6.9,24.0,Drama,bengali
Irada,1971.0,133.0,6.2,31.0,Romance,hindi
Hind Ki Wali,1978.0,126.0,6.9,24.0,Drama,hindi
 Coke Studio,2008.0,15.0,6.6,8.0,Music,urdu
Parichay,1941.0,141.0,6.9,24.0,Drama,bengali
Sai V/S I,2017.0,137.5,6.4,10.0,Unknown,hindi
Teri Yaad,2021.0,3.0,8.5,16.5,"Short, Romance",urdu
Ajji,2017.0,104.0,6.9,939.0,Drama,hindi
Golmaal,2003.0,130.0,7.0,595.0,Comedy,telugu
Bangalore Bhootha,1975.0,137.5,6.4,10.0,Unknown,kannada
 Mann Mayal,2016.0,136.0,8.1,35.0,"Drama, Romance",oriya
The Sound of One Leg Dancing,2011.0,30.0,8.0,8.0,"Documentary, Short, Drama",nepali
"Right Here, Right Now",2003.0,28.0,7.9,209.0,"Short, Comedy, Drama",malayalam
Raja Thandiram,1984.0,137.5,7.2,5.0,Unknown,tamil
Raaste Kaa Patthar,1972.0,133.0,5.7,83.0,"Drama, Romance",hindi
Diste Tasa Naste,1956.0,137.5,6.4,10.0,Unknown,marathi
Pyaar Hi Pyaar Mein,2003.0,136.0,7.2,10.0,"Drama, Romance",urdu
Awaragardi,1990.0,137.0,5.4,8.0,Action,hindi
Ammaleni Puttinellu,1996.0,124.0,6.5,18.0,Family,telugu
Bharat Ke Shaheed,1972.0,130.0,7.2,52.0,"Drama, History",hindi
Lucky: No Time for Love,2005.0,180.0,4.7,3276.0,"Musical, Drama, Romance",hindi
Kalyug,1981.0,152.0,7.8,493.0,Drama,hindi
Jadui Ratan,1947.0,127.5,5.7,17.0,"Action, Fantasy",hindi
Theeviram,2020.0,108.0,5.5,22.0,"Drama, Thriller",tamil
Kalu,1987.0,137.5,6.4,10.0,Unknown,punjabi
Bhoomiyile Malakha,1965.0,137.5,6.4,10.0,Unknown,malayalam
Nedumi,2021.0,115.0,6.0,77.0,"Action, Drama",tamil
Kavi,1949.0,151.0,7.5,10.0,Drama,bengali
Poovarasan,1996.0,136.0,4.9,29.0,Unknown,tamil
Thacholy Thankappan,1984.0,137.5,6.4,10.0,Unknown,malayalam
Phir Aayee Barsat,1985.0,133.0,7.8,6.0,Romance,hindi
Loh Purush,1999.0,137.0,5.3,15.0,Action,hindi
Jollad,1998.0,137.0,5.5,21.0,Action,bengali
Idhem Pellaam Baaboy,1990.0,136.0,6.4,10.0,Unknown,telugu
Neerum Neruppum,1971.0,137.5,6.6,25.0,Unknown,tamil
Police Custody,1995.0,137.0,5.5,21.0,Action,hindi
Durga Aali Ghara,1996.0,126.0,6.9,24.0,Drama,marathi
Chirodini Tumi Je Amar,2008.0,180.0,6.7,367.0,Romance,bengali
Talismi Jazeera,1992.0,137.5,5.3,6.0,Unknown,urdu
Asees,2018.0,127.0,7.5,191.0,Drama,punjabi
Superstar Kidnap,2015.0,120.0,6.6,631.0,Thriller,telugu
Kutty Srank: The Sailor of Hearts,2009.0,127.0,7.0,494.0,Drama,malayalam
Thiranthidu Seese,2015.0,123.0,6.5,26.0,"Drama, Thriller",tamil
Plaza Miranda,1971.0,137.5,6.4,10.0,Unknown,telugu
Before You Go-Love,2020.0,52.0,6.7,61.5,"Drama, Romance",hindi
Yalgaar,1992.0,192.0,5.4,413.0,"Action, Drama, Thriller",hindi
Naani,2004.0,155.0,5.3,1150.0,Romance,telugu
Nausherwan-E-Adil,1957.0,137.0,6.4,17.0,"Action, Adventure, Drama",oriya
Lovers,1983.0,138.0,4.7,27.0,"Comedy, Drama, Romance",hindi
Pagliyera Pokhiyun Jhain,2015.0,5.0,7.4,10.0,"Animation, Short",nepali
The Porter,1999.0,137.5,6.4,10.0,Unknown,malayalam
Sringara Velan,2013.0,170.0,3.2,217.0,Comedy,tamil
Unmaye Un Vilai Enna,1976.0,137.5,6.4,10.0,Unknown,tamil
Dar Si Jaati Hai Sila,2017.0,126.0,8.6,60.0,Drama,oriya
Panakkara Penn,1976.0,126.0,6.9,24.0,Drama,tamil
Nafrat,1987.0,137.0,5.5,21.0,Action,hindi
Amar Jonmobhumi,1973.0,122.5,7.300000000000001,18.5,War,bengali
Chand Sa Roshan Chehra,2005.0,120.0,4.8,52.0,Romance,hindi
Wedding Night Strories,2020.0,126.0,6.9,24.0,Drama,urdu
Seasons Greeting,2019.0,47.0,5.4,24.0,Drama,hindi
Raja Veetu Kannukutti,1984.0,127.0,6.4,10.0,Unknown,tamil
Jarasandha,1938.0,159.5,7.5,15.5,"Musical, Drama",telugu
Raman Abdullah,1997.0,137.5,5.3,15.0,Unknown,tamil
Maruthanattu Ilavrasi,1950.0,137.5,7.4,5.0,Unknown,tamil
Jalpari: The Desert Mermaid,2012.0,94.0,7.1,371.0,"Drama, Family, Mystery",hindi
Sandhya,1969.0,137.5,6.4,10.0,Unknown,malayalam
Prem Rahasya,1981.0,133.0,6.2,31.0,Romance,hindi
Dandam,2019.0,150.0,8.1,15.0,Action,marathi
Meenathil Thalikettu,1998.0,130.0,6.6,237.0,"Comedy, Drama, Family",malayalam
Oru Naal Iravil,2015.0,134.0,6.8,143.0,"Drama, Thriller",tamil
Phata Poster Nikhla Hero,2013.0,146.0,4.8,4423.0,"Action, Comedy",hindi
Chintamani,1956.0,158.0,6.9,24.0,Drama,telugu
Billoo Baadshah,1989.0,148.0,4.6,39.0,"Action, Crime, Drama",hindi
Prem Geet 2,2017.0,138.0,7.4,113.0,"Drama, Romance",nepali
Asthikkoru Aanum Asaikku Oru Ponnum,1962.0,133.0,6.2,31.0,Romance,tamil
Istam,2001.0,150.0,5.8,37.0,Romance,telugu
Nattukoru Nallavan,1959.0,137.5,6.4,10.0,Unknown,tamil
Khawaja Ki Diwani,1981.0,133.0,6.4,10.0,Unknown,hindi
Kathayariyathe,1981.0,122.0,6.9,24.0,Drama,malayalam
Tomake Chai,2017.0,121.0,5.3,91.0,Romance,bengali
Fariyaad,1942.0,137.5,6.4,10.0,Unknown,hindi
Shoonya,2020.0,126.0,6.9,24.0,Drama,hindi
Singara Chennai,2004.0,109.0,6.9,24.0,Drama,tamil
Baji,1963.0,125.0,7.5,10.0,Unknown,oriya
8MM Bullet,2018.0,146.0,7.0,64.0,Crime,kannada
Sesham Kazhchayil,1983.0,126.0,6.3,20.0,Drama,malayalam
Sher-e-Azam,2002.0,137.5,6.4,10.0,Unknown,punjabi
Suppryaputhran,1998.0,137.5,5.9,9.0,Unknown,malayalam
Nam Naadu,2007.0,160.0,4.0,18.0,"Action, Crime, Drama",tamil
Drishyam,2013.0,160.0,8.3,34691.0,"Crime, Drama, Thriller",malayalam
Hum Tumhe Yaad Aayenge,2000.0,133.0,6.2,31.0,Romance,hindi
 Dirilis: Ertugrul,2014.0,120.0,9.2,191.0,"Action, Adventure, Drama",urdu
Kaalai,2008.0,128.0,3.3,113.0,Action,tamil
My School,2018.0,137.5,6.4,10.0,Unknown,malayalam
Kirayadar,1986.0,146.0,6.3,75.0,"Comedy, Drama",hindi
Aliya Basu Gayab Hai,2020.0,126.0,6.9,24.0,Drama,hindi
Vazhi Piranthadu,1964.0,137.5,6.4,10.0,Unknown,tamil
Yaar Yaaro Ghorimele,2018.0,128.0,6.9,24.0,Drama,kannada
Dost Asava Tar Asa,1978.0,137.5,8.2,9.0,Unknown,marathi
Bhagyawan,1953.0,132.0,6.6,25.0,"Drama, Family",hindi
Ae phansaa,2008.0,130.0,6.1,42.0,Comedy,hindi
Bhalai,1943.0,137.5,6.4,10.0,Unknown,hindi
Jhalli,1973.0,137.5,6.4,10.0,Unknown,punjabi
Post Master,1955.0,137.5,6.4,10.0,Unknown,hindi
Jadui Putli,1946.0,137.5,6.4,10.0,Unknown,hindi
Ladtar,2021.0,126.0,6.9,24.0,Drama,marathi
Ali the Blind Boxer,2019.0,126.0,6.9,24.0,Drama,hindi
Panaah,2015.0,15.0,7.6,11.0,"Short, Crime, Drama",urdu
Sonali Cable,2014.0,127.0,5.4,970.0,"Comedy, Drama",hindi
Chitradurgada Onake Obavva,2019.0,126.0,7.15,12.0,History,kannada
Bombay to Bangkok,2008.0,120.0,4.6,415.0,"Comedy, Crime, Romance",hindi
Sandya My Love,2001.0,137.5,6.4,10.0,Unknown,malayalam
Nandakumar,1938.0,156.0,6.4,10.0,Unknown,tamil
Nandini Oppol,1994.0,125.0,5.2,11.0,Unknown,malayalam
Balanagamma,1981.0,137.5,4.8,11.0,Unknown,telugu
Aaghaat,2010.0,130.0,8.0,39.0,Drama,marathi
Acharam Ammini Osaram Omana,1977.0,131.0,5.1,9.0,"Comedy, Drama",malayalam
Durga Pooja,1962.0,126.0,6.9,24.0,Drama,hindi
Endharoo Mahanubhavulu,2018.0,137.5,6.4,10.0,Unknown,telugu
Nirahua Rickshawwala,2010.0,165.0,6.9,24.0,Drama,bhojpuri
Prakasan,2017.0,84.0,6.9,24.0,Drama,malayalam
Kumkuma Thanda Saubhagya,1985.0,137.5,6.4,10.0,Unknown,kannada
Aiven Raula Pai Gaya,2012.0,153.0,5.4,102.0,"Comedy, Drama, Musical",punjabi
Naariya Seere Kadda,2010.0,136.0,6.9,24.0,Drama,tamil
O' Faby,1993.0,,7.2,59.0,"Animation, Drama, Family",malayalam
Mysore Mallige,1991.0,126.0,7.8,62.0,Drama,kannada
Vaare Vah,2010.0,133.0,6.9,24.0,Drama,kannada
Son Of Manjeet Singh,2018.0,139.0,7.8,255.0,"Comedy, Drama, Sport",punjabi
Night in London,1967.0,143.0,6.6,37.0,"Action, Drama, Thriller",hindi
M.L.A.,1957.0,137.5,6.4,10.0,Unknown,telugu
Poothumbium Poovalanmarum,1997.0,137.5,3.6,5.0,Unknown,malayalam
Ek Hoti Rani,2016.0,137.0,6.2,31.0,Romance,marathi
Dahleez,1986.0,161.0,5.3,50.0,"Action, Drama",hindi
Mujrim,1944.0,137.5,6.4,10.0,Unknown,hindi
Rowdy Cheetah,2001.0,137.0,7.3,16.0,Action,hindi
Air Mail,1960.0,126.0,6.9,24.0,Drama,hindi
Nuvve Naa Bangaram,2014.0,126.0,6.9,24.0,Drama,telugu
Heropanti 2,2021.0,137.0,5.5,21.0,Action,hindi
Meera Shyam,1976.0,128.0,6.6,64.0,"Drama, Fantasy",hindi
Chhota Bheem in the Incan Adventure,2013.0,65.0,6.5,22.0,"Animation, Adventure, Fantasy",telugu
Thirbokigalu,2018.0,133.0,6.2,31.0,Romance,kannada
The Life Zindagi,2011.0,136.0,6.7,61.5,"Drama, Romance",hindi
Munna,2007.0,167.0,5.6,863.0,Action,telugu
Sanchu,2008.0,126.0,6.9,24.0,Drama,kannada
Ladki Badnaam Si,1991.0,120.0,6.0,32.0,Thriller,hindi
Melnattu Marumagal,1975.0,136.0,5.6,22.0,"Drama, Romance",tamil
Ek Kulti Ek,2013.0,124.0,4.6,22.0,Family,marathi
Shaadi Se Pehle Aur Shaadi Ke Baad,1989.0,87.0,6.9,24.0,Drama,hindi
Bhanta,2008.0,154.0,7.1,8.0,Drama,kannada
The Motorcycle Man,2020.0,100.0,6.05,15.0,Mystery,hindi
Thayi Thangai Pasam,1995.0,137.5,4.9,8.0,Unknown,tamil
Daal Me Kala,1964.0,128.0,6.0,21.0,"Comedy, Drama",hindi
Khatarnaak,1990.0,223.0,5.3,80.0,"Action, Crime, Drama",hindi
My Brother My Enemy,2005.0,43.0,8.4,9.0,"Documentary, Short",urdu
Gaban,1966.0,169.0,6.9,39.0,"Crime, Drama, Romance",bhojpuri
Zara Ka Nazariya,2018.0,15.0,8.2,9.5,Short,urdu
Ilzam,1970.0,133.0,6.0,106.0,"Action, Crime, Drama",hindi
A Gift of Love: Sifar,2019.0,95.0,8.0,29.0,"Drama, Romance",hindi
The Survivor,2016.0,27.0,9.9,7.0,Short,oriya
Adivaram,1997.0,137.5,6.4,10.0,Unknown,malayalam
Dhaka 86,1988.0,126.0,8.1,23.0,Drama,bengali
Lubna,1982.0,135.0,6.55,35.5,"Drama, Family, Romance",hindi
Yeh Friendship,2014.0,98.0,5.5,21.0,Action,urdu
Paapi - Ek Satya Katha,2013.0,115.0,3.8,27.0,Crime,bengali
Oor Mariyathai,1992.0,148.0,6.9,24.0,Drama,tamil
Prem Ki Ganga,1971.0,133.0,6.2,31.0,Romance,hindi
Khatta Meetha,2010.0,157.0,5.7,9698.0,"Comedy, Crime, Drama",hindi
Karimpin Poovinakkare,1985.0,127.0,7.1,68.0,"Action, Crime, Drama",malayalam
Saradha Bullodu,1996.0,131.0,4.8,32.0,"Comedy, Drama",telugu
Kasaba,2016.0,137.0,4.7,1149.0,"Action, Crime, Thriller",telugu
Gubbi Mele Bramhastra,2019.0,143.0,5.0,119.0,Comedy,kannada
Pathmatheertham,1978.0,137.5,6.4,10.0,Unknown,malayalam
Paakanum Pola Irukku,2017.0,136.0,6.7,61.5,"Drama, Romance",tamil
Private Practice,2011.0,146.0,6.9,24.0,Drama,bengali
Je Nodi Morupothay,1961.0,126.0,6.9,24.0,Drama,bengali
My Friend's Dulhania,2017.0,87.0,6.4,26.0,Romance,hindi
Sajan Ka Dard,1995.0,133.0,6.2,31.0,Romance,hindi
Karunamoyee,1978.0,126.0,6.9,24.0,Drama,hindi
Riyasat Aka Kingdom of Hearts,2005.0,126.0,6.2,10.0,Drama,urdu
Wafa Aka Loyalty,1999.0,40.0,6.9,24.0,Drama,urdu
Bajrangachi Kamaal,1994.0,137.5,7.1,17.0,Unknown,marathi
Uzhavan Magan,1987.0,137.5,8.4,8.0,Unknown,tamil
Tejimola,1967.0,137.5,6.4,10.0,Unknown,assamese
Bhoyanok Songghorso,2002.0,137.0,7.0,6.0,Action,bengali
Aalkoottathil Oruvan,2020.0,110.0,6.4,335.0,"Action, Drama, Thriller",malayalam
Butterfly (colors of love),2018.0,120.0,6.0,32.0,Thriller,nepali
Inspector Balram,1991.0,143.0,6.9,335.0,"Action, Drama, Thriller",malayalam
#Yaaram,2019.0,110.0,4.4,34.0,"Comedy, Romance",hindi
Ponmaalai Pozhudhu,2013.0,135.0,4.9,26.0,Romance,tamil
Kabuliwala,1993.0,138.0,6.9,228.0,"Comedy, Drama, Romance",malayalam
Khan,2017.0,126.0,6.9,24.0,Drama,urdu
Gaaju Bommalu,1983.0,131.0,6.9,24.0,Drama,telugu
The Jinx,2017.0,118.0,6.0,12.0,Thriller,hindi
Shuruaat,1993.0,135.0,6.7,61.5,"Drama, Romance",hindi
Rab Ton Sohna Ishq,2013.0,140.0,5.5,21.0,Action,punjabi
Josettante Hero,2012.0,129.0,3.6,21.0,Drama,malayalam
Neel Kamal,1947.0,116.0,7.7,75.0,"Drama, Musical, Romance",hindi
Mujhe Insaaf Chahiye,1983.0,133.0,6.5,45.0,"Drama, Romance",hindi
Mirza Juuliet,2017.0,130.0,4.1,100.0,Drama,hindi
Swarnakamalam,1988.0,143.0,7.9,448.0,"Drama, Musical, Romance",telugu
Chan Badshah (Chan gujjar),2007.0,137.5,6.4,10.0,Unknown,punjabi
